/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_35_469.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_35_469.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_35_469.jpg,0,0,0,1.45242
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_35_535.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_35_535.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_35_535.jpg,0,0,0,1.443658
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_35_610.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_35_610.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_35_610.jpg,0,0.2034838,0,1.564672
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_35_744.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_35_744.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_35_744.jpg,0,0,0,1.571632
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_35_869.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_35_869.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_35_869.jpg,0,0,0,1.549599
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_001.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_001.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_001.jpg,0,0,0,1.530959
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_135.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_135.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_135.jpg,0,0,0,1.509494
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_267.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_267.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_267.jpg,0,0,0,1.622843
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_399.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_399.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_399.jpg,0,0,0,1.603322
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_466.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_466.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_466.jpg,0,0,0,1.590439
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_611.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_611.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_611.jpg,0,0.2077174,0,1.661638
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_733.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_733.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_733.jpg,0,0.1979771,0,2.154002
/home/user/Downloads/behavioral-cloning/data/data-6/IMG/center_2017_02_21_12_31_36_866.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/left_2017_02_21_12_31_36_866.jpg,/home/user/Downloads/behavioral-cloning/data/data-6/IMG/right_2017_02_21_12_31_36_866.jpg,0,0,0,2.155405
